gene_id	Camb13_P	Camb13_R	Camb4_P	Camb7_P	Camb4_R	Camb7_R	Camb8_P	Camb9_P	Camb9_R	Camb8_R	Camb10_P	Camb10_R
ENSG00000013573	187.52	428.92	232.85	165.35	199.44	209.57	63.06	602.41	714.7	119.14	120.28	222.27
ENSG00000013583	135	210	178	129	94	106	91	95	123	95	25	178
ENSG00000013588	335	199	614	116	290	41	24	387	244	68	138	204
ENSG00000013619	460	424	406	209	546	299	288	510	456	516	88	427
ENSG00000013725	13	5	22	34	10	3	2	7	3	11	14	8
ENSG00000013810	203	327.66	346	232	190	223	276	264	387	215	71.06	104
ENSG00000014123	656	833	618	425	488	526	424	554	803	679	125	413
ENSG00000014138	240	474	222	140	205	146	150	232	260.16	111	59	138
ENSG00000014164	225	290	335	257	268	192	182	255	314	198	208	350
ENSG00000014216	593.57	553.49	656	359	355	278	358	323	402	472	235	746
ENSG00000014257	11	2	31	22	3	7	8	4	14	1	6	17
ENSG00000014641	732	672	682	480	325	572	553	404	485	697	132	670
ENSG00000014824	963	827	1182	735	885	1012	1102	703	1061	1086	299	1108
ENSG00000014914	299	217	317	127	140	109	268	164	155	424	241	352
ENSG00000014919	512.5	498.72	502.91	377.34	540.96	395.34	323	448.07	534.67	447	94.87	255
ENSG00000015133	102	57	74	138	163	93	83	113	177	106	61	358
ENSG00000015153	892.98	1033.51	556.53	595.11	912	886.64	1273	627	706.74	889.15	292	818
ENSG00000015171	1298	1362	1195	844	978	1059	836	825	1120	968	188	980
ENSG00000015285	54	30	139	117	58	38	17	53	76	52	51	60
ENSG00000015413	19	0	9	11	2	0	24	7	0	0	0	4
ENSG00000015475	441	331	329	212	317	133	229	296	288	417	83	68
ENSG00000015479	4923.07	5917.24	3948.5	2869.56	3613.2	4854.96	2727.27	3273.97	4546.13	3174.78	897.21	3349.47
ENSG00000015520	20	2	33	3	22	3	0	25	16	2	83	11
ENSG00000015532	263	300	360	224	328	237	182	346	356	250	184	371
ENSG00000015568	606.25	1802.13	1476.07	861.89	715.29	1092.56	442.54	1419.83	892.62	668.04	767.09	1196.54
ENSG00000015592	297	327	40	240	627	364	49	153	259	98	28	76
ENSG00000015676	2097	1974	2688	1477	1592	1322	1017	1827	2434	1265	984	2177
ENSG00000016082	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	584.83	438.16	434.14	393.51	605.04	326.51	143	289.31	233.04	109.15	216.02	500
ENSG00000016402	35	21	36	3	12	10	114	1	4	140	19	54
ENSG00000016490	0	0	1	0	0	0	0	2	0	0	0	0
ENSG00000016602	10	53	0	1	18	25	1	0	1	3	0	58
ENSG00000016864	372	483	392.05	284	283	320.02	243	238	381.05	211	107.17	402
ENSG00000017260	1496.05	2000.55	1626.7	1102.19	1266.09	1418.01	969	1063.69	1343.82	1284.37	310.8	1201
ENSG00000017427	100.94	43.8	111.96	306.42	9.1	37.71	34	37.15	118.73	37.1	37.08	86
ENSG00000017483	246	14	101	159	137	77	201	140	131	9	39	63
ENSG00000017797	1224.92	1102.98	2768.86	1110.94	643.68	579.99	584	642	979.78	769.61	220.63	633
ENSG00000018189	3134	3611	2342	2607	3528	3564	3234	2907	2381	4572	1399	4423
ENSG00000018236	2378	1120	342	1121	1664	2032	837	1157	1463	1464	34	121
ENSG00000018280	341	406	1542	688	168	148	119	397	155	168	818	547
ENSG00000018408	4118.81	4169.08	2314.89	1002.97	1012.81	284.13	1559	1199.62	1468.2	2524.38	560.07	1745
ENSG00000018510	987	915	808	800	664	969.93	575	598.2	741	737.43	203.39	830
ENSG00000018607	0	0	0	1	0	1	0	1	5	1	0	1
ENSG00000018610	204.76	226	196	123	143	131	138	172	257	197	62	219
ENSG00000018625	2758.99	3721.94	1005.99	1120	4021.81	4126	10438.99	3138.96	1211	8638.98	1280.91	11249.99
ENSG00000018699	214	176	256	151	125	183	147	188	194	299	85	240
ENSG00000018869	150.01	189.14	94.8	59.51	124.47	56.91	123	82.75	117.93	132.94	26.75	107
ENSG00000019102	8	2	2	5	4	2	7	2	10	16	4	7
ENSG00000019144	1603.91	2411.91	1685.27	1269.5	1718.28	1034.49	978	2158.65	2815.67	1406.08	494.18	2692
ENSG00000019169	2	2	4	32	5	4	6	1	0	3	17	37
ENSG00000019186	1	0	5	8	12	2	0	10	4	0	2	1
ENSG00000019485	389	351	291	263	261	351	366	251	250	369	118	397
ENSG00000019505	252	5	0	12	105	218	79	59	10	7	2	11
ENSG00000019549	104	148	226	210	32	53	107	96	115	202	11	54
ENSG00000019582	2591	2011	4272	5972	404	1002	904	1920	4256	1726	1210	2327
ENSG00000019991	59	110	64	114	175	55	128	293	456	71.86	169.2	278
ENSG00000019995	466.73	645.21	510.27	334.79	518.78	439.28	324.96	405.74	489.96	469.97	144.37	434.94
ENSG00000020129	911	672	499	483	397	996	552	551	447	397	234	770
ENSG00000020181	299.01	252.46	355.99	692.42	204.74	141.53	360	263.74	431.02	277.33	199.66	194
ENSG00000020219	6	3	2	4	3	2	0	6	17	5	1	1
ENSG00000020256	307	339	251	136	198	112	219	226	319	260	47	251
ENSG00000020426	173	237	185	164	208	169	146	190	211	121	53	187
ENSG00000020577	3527	3277.23	3067.29	1702	1831.63	1499.27	1361	1413.12	1682.54	1244	747	1704
ENSG00000020633	29	39	84	87	16	18	20	40	87	27	41	54
ENSG00000020922	627	999	561	270	525	326	373	560	533	470	164	440
ENSG00000021300	995	1488	399	409	834	1362	1102	462	481	1952	139	1536
ENSG00000021355	203	214	375	139	84	107	94	84	125	165	132.8	437
ENSG00000021461	2	9	0	1	11	0	3	4	6	7	8	0
ENSG00000021488	2	3	11	2	11	1	2	12	22	4	8	8
ENSG00000021574	833	1206	618	440	667	736	458	546	660	535	160	455
ENSG00000021645	448	310.17	78	280	601.46	819.15	144	657.39	189	29	63	1006
ENSG00000021762	300	294	550	201	330	119	191	198	147	221	142	246
ENSG00000021776	1332	1250	1275	791	588	1134	806	918	1343	1001	372	1105
ENSG00000021826	142	260	32	61	71	102	438	65	103	403	172	619
ENSG00000021852	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000022267	3212	1955	2787	1916	2295	1786	1584	1617	2986	3282	436	2035
ENSG00000022277	766	792.71	578	478	391	406	540.74	409	701	822	173.69	664
ENSG00000022355	431	1	1	2	21	137	112	51	0	0	0	4
ENSG00000022556	10	2	6	3	1	1	5	3	11	6	7	8
ENSG00000022567	225	154	187.31	174	190	164	143	152	186	133	87.91	178
ENSG00000022840	1175	1144	1509	979.32	1268.07	1105	894.08	915	1315.86	1183.23	416	1360.35
ENSG00000022976	168	256	251	219	212	217	109	212	276	203	61	119
ENSG00000023041	265.97	283.34	439	221	216	173	193	232.48	308.53	267.52	105	240
ENSG00000023171	558	291	233	302	570	430	409	177	104	287	424	912
ENSG00000023191	505	599	755	437	436	299	501	429	492	661	307	797
ENSG00000023228	3012.42	3262.98	2971.13	1672	2623.5	3175.84	2640.38	2337.89	2358.74	2816.67	725	2326.76
ENSG00000023287	1532	1568	1465	1251	1570	1451	990	1142	1231	1300	482	1127
ENSG00000023318	800	683	907	487	687	424	437	473	647	716	148	273
ENSG00000023330	195.84	174.46	221.65	133.89	148	124.76	166	147.1	224.14	94.49	102.54	503
ENSG00000023445	337	102	357	202	25	62	42	190	78	185	268	204
ENSG00000023516	4297	3367	3723	2965	2988	4160	3515	2864	4479	2508	1060	4241
ENSG00000023572	51	89	39	39	42	35	23	43	48	36	14	51
ENSG00000023608	121.67	151.12	87.78	55.61	83.35	66.34	89.45	81.08	64.61	43.91	56.83	134.41
ENSG00000023697	198	221	237	148	140	122	125	135	221	119	38	151
ENSG00000023734	786	782	598	595	567	704	631	530	849	397	123	558
ENSG00000023839	21	22	27	17	26	8	10	31	47	29	11	13
ENSG00000023892	42	42	125	95	30	28	26	52	55	32	48	106
ENSG00000023902	288	245	250	268	235	228	105	202	341	171	126	185
ENSG00000023909	607	650	427	268	240	261	347	514	511	939	178	505
ENSG00000024048	1251	1447	1253	872	1091	925	844	1075	1373	1062	405	1313
ENSG00000024422	841	590	1788	550	969	253	396	780	953	572	194	312
ENSG00000024526	247.55	464.47	285	165.87	211.83	230.42	203	274.81	344.89	115.58	21.43	38.11
ENSG00000024862	123	115	111	74	55	72	57	58	106	99	19	75
ENSG00000025039	1375	1320	1222	1158	1820	1594	895	709	1196	1743	272	941
ENSG00000025156	192	260	178	131	229	215	118	180	313	201	40	118
ENSG00000025293	1281	1419	1117	677	866	796	919	822	1094	1403	245	767
ENSG00000025423	26	23	18	22	18	14	11	12	40	30	15	19
ENSG00000025434	81	131.01	154	121	111	63	75	82	51.1	82	67	184
ENSG00000025708	101	132	239	276.33	47	40	30	87.92	133	84	147	441
ENSG00000025770	383.99	531.02	290.17	338.86	460.78	303	208.85	518.38	611.65	258.06	202.24	333
ENSG00000025772	217	222	201	140	147	167	180	142	182	305	52	189
ENSG00000025796	1648.42	1654.15	1332.76	854.98	1093.42	1208.39	1084	989.68	1442.61	1428.47	304.79	700
ENSG00000025800	2180	2176	1934	1501	1404	1700	1533	1503	1648	1641	692	1869
ENSG00000026025	22635.87	22388.94	25617.57	10106.16	8307	8791.13	12427	8394.01	14924.85	20331.24	8234.96	15106
ENSG00000026036	155.67	155.32	109.74	71.51	124.49	31.12	63.5	128.98	148.52	110.85	65.28	41.26
ENSG00000026103	883.77	716.33	1411.57	383.1	433.49	147.75	515	292.69	326.25	580.22	229.71	645
ENSG00000026297	357	344.4	866	446.15	213	250	196.14	280	264.94	371	210	379
ENSG00000026508	9662	7390	14455	3194	2928	481	3878	4344	3944	5560.29	2560	5520
ENSG00000026559	11	18	2	9	13	7	66	7	8	217	2	13
ENSG00000026652	1146	1649	1218	822	1527	992	751	1694	2368	1253	407	1224
ENSG00000026751	8	6	12	8	2	3	0	1	15	17	2	7
ENSG00000026950	365.25	542.53	564.64	633.01	436.14	400.63	335.35	299.25	338.21	497.46	131.81	505.57
ENSG00000027001	198.33	135	171.32	100.59	65	113	105	105	146.69	174.81	83.99	296
ENSG00000027075	161	64.42	181.83	235	94.77	55	103	77	138	157.28	55.7	100
ENSG00000027644	9	16	5	116	12	8	3	26	12	23	45	256
ENSG00000027697	762	597	727	541	338	423	407	304	555	500	164	414
ENSG00000027847	162	161	153	159	118	117	101	190	214	119	83	184
ENSG00000027869	8	9	9	19	7	7	11	13	12	9	6	8
ENSG00000028116	57.34	110.02	75.04	61.18	158.47	42.56	17	11.58	32.39	38.47	58.78	211
ENSG00000028137	175	200	375	408	100	89	104	149	295	102	172	212
ENSG00000028203	1042	1090	1299	637	870	616	774	841	818	782	257	824
ENSG00000028277	97	82	219	147	164	75	40	108	93	81	73	121
ENSG00000028310	275.6	406.92	368.92	253.74	301.23	250.34	195	445.68	534.46	274.69	161.63	461.26
ENSG00000028528	2236	2818	2010	1682	1316	2347	1250	2493	2683	1548	693	2014
ENSG00000028839	241.23	265.03	193.17	172.23	310.47	222.43	144.91	204.42	282.3	188.74	41.82	164
ENSG00000029153	636	475	228	196	133	408	281	274	388	337	154	513
ENSG00000029363	4122.73	4556.03	3668.72	2145.35	2874.47	2883.3	2696.79	2646.07	3362.71	2632.77	842	2263
ENSG00000029364	1616	1727	1620	1113	931	1323	1239	1126	1381	799	472	1488
ENSG00000029534	54	39	27	38.17	15	96	23	24	9	20	9	67
ENSG00000029559	26	22	151	598	4	38	161	171	25	69	14	27
ENSG00000029639	168.4	151.04	190.43	114.65	142.91	125.79	96.56	123.83	174.77	147.63	40.62	126.42
ENSG00000029725	1352.67	1714.61	1336.77	1047.06	1287.91	1329.04	985	736.59	1174.04	1273.75	399.29	1218
ENSG00000029993	333	473	216	161	298	263.77	254	247	350.63	185	27	99
ENSG00000030066	1089	1349	1177	720	910	705	639	880	1072	988	417	994
ENSG00000030110	174	189.96	254.67	160.88	142.38	131.86	142	183	285.44	131.64	67	190.55
ENSG00000030304	28	41	77	26	9	31	0	83	93	31	4	96
ENSG00000030419	312	703	708	410	458	393	725	721	464	1139	274	857
ENSG00000030582	662	790	1065	785	325	234	400	465	957	507	282	1119
ENSG00000031003	925.88	999.91	1783.98	788.97	769.15	809.98	803	1112.97	1327.88	1068.06	394.5	1169
ENSG00000031081	2441	2342	2290	1085	1955	1123	2147	2632	2358	1946	418	1704
ENSG00000031691	140	140	101	50	99	101	63	61	149	72	14	65
ENSG00000031698	1207	1065	977	625	1004	630	620	812	1079	936	345	769
ENSG00000031823	490	582	716	322	375	342	450	611	684	573	212	581
ENSG00000032219	526	697	657	336	501	548	376	489	456	270	117	357
ENSG00000032389	170.96	189.81	212.97	154.93	148	153.97	142	170.92	166.45	182.72	32.78	185
ENSG00000032444	840.94	866.41	1063.93	473.91	603.98	374.12	566	813.87	1106	807.99	411	867
ENSG00000032742	392	323	409	224	261	209	252	239	356	368	183	714
ENSG00000033011	264.02	284.83	298.12	181.57	297.79	121.76	196.88	138.17	205.52	265.26	83.35	267
ENSG00000033030	454	527	665	296	540	310	249	457	408	391	175	345
ENSG00000033050	490.67	681.25	934.6	414.98	604.61	386.5	424.35	597.59	867.74	666.65	327.21	559.97
ENSG00000033100	938	1163	2028	969	1019	598	835	1260	1462	762	768	1516
ENSG00000033122	675	93	69	65	347	1209.96	348	1222	428	95	18	240
ENSG00000033170	573.38	746.01	372.85	371.56	403.32	527.73	253	472.57	515.7	218.62	144	808
ENSG00000033178	1609	1898	1885	1230	1334	1360	1747	1245	1202	2172	474	1203
ENSG00000033327	2346	2848.9	1710	1037	1437	1303	490	656	645	1012	600	1493
ENSG00000033627	2021	2063	1924	1280	2074	1549	1037	1801	1987	1275	740	2035
ENSG00000033800	1365.03	1315.16	1559.08	943.39	725.05	1194.25	795	1119.44	1278.15	948.7	342.91	1152
ENSG00000033867	2526	2204	2808	1534	1176	935	750	1469	1216	634	480	1001
ENSG00000034053	1115	798.76	1174	913.45	691	1145	565	692	986	825	70	1314
ENSG00000034152	131	193	234	173	73	146	180	53	125	220	116	351
ENSG00000034239	14	4	14	16	0	13	4	3	5	11	1	4
ENSG00000034510	1473	1689	2552	1365	776	1147	968	984	1262	955	326	816
ENSG00000034533	153.95	262.45	201.3	101.81	146.91	110.99	60	165.31	198.18	168.63	65.2	131
ENSG00000034677	2110.31	2349	3906.16	2166.98	1598	1239.48	978	4545.87	3479.21	2442	995.99	1945
ENSG00000034693	231.9	269.51	223.13	132.97	188.86	177	135	122	210.76	213.95	62	178
ENSG00000034713	1106	902	725	611	627	756	567	603	805	950	204	898
ENSG00000034971	0	0	2	0	2	0	0	2	1	1	1	0
ENSG00000035115	607.19	738.1	1288.36	640.13	790.05	694.86	825	904.83	835.26	955.66	248.14	721
ENSG00000035141	275	380	382	226	154.62	244	240	204	246	234	50.15	219
ENSG00000035403	1984.84	1766.64	2424.28	2361.47	1451.22	1301.52	1376	1500.94	1816.89	1373.49	577.13	897
ENSG00000035499	66	180	123	49	112	106	49	238	271	57	10	19
ENSG00000035664	40	61	40	79	20	52	19	53	50	24	37	181
ENSG00000035681	519	531	675	410	461	374	349	535	529	413	168	461
ENSG00000035687	434	613	251	253	297	242.98	255	310	434	392	92	369
ENSG00000035720	3	3	1	5	1	3	0	6	0	2	0	0
ENSG00000035862	4835.02	5787	6277.42	4664.06	1942.75	2859	2939	2698.69	4710.28	5625.13	666.05	3400
ENSG00000035928	687	754	951	576	636	845	615	642	854	937	261	804
ENSG00000036054	807	674	768	480	570	517	430	474	728	656	219	524
ENSG00000036257	1260.97	1468.24	1365.14	843.45	1025.84	1563.91	916	949	957.48	1234.48	378.77	1096
ENSG00000036448	78	40	109	50	44	83	86	43	59	91	24	58
ENSG00000036473	0	1	0	0	0	1	1	1	0	2	4	0
ENSG00000036530	62	44	81	53.88	37	63	79	68	45	93	22	89
ENSG00000036549	1168	1420	1386	583	1093	638	826	1213	1147	1094	297	1016
ENSG00000036565	7	38	0	14	0	88	5	3	2	0	0	8
ENSG00000036672	323.72	152	142	127	149.88	115.86	678	135.64	144.82	801.23	35.99	541
ENSG00000036828	2	3	4	0	1	1	0	1	2	1	0	4
ENSG00000037042	248.35	180.22	382.78	237.67	237.92	252.19	159.45	274.43	219.34	264.6	75.25	278.44
ENSG00000037241	97.27	85.27	72.07	50.65	41.95	78.67	65.63	60.16	126.66	84.42	14.9	57.93
ENSG00000037280	182	13	128	198	52	25	137	94	167	161	32	53
ENSG00000037474	430	588.99	695	318	416	353	315	496	814	398	242	578
ENSG00000037637	1098	1161	1451	1083	1357	1160	900	1327	1273	1372	634	1114
ENSG00000037749	1040.19	1263.66	1113	768.07	619	1054	783	721	999	991	312	911.52
ENSG00000037757	475.36	812.98	963.3	385.11	586.5	343	390	402.36	340.7	367.87	228.06	498
ENSG00000037897	82	103	118	58	752	59	53	77	112	83	37	68
ENSG00000037965	12	13	77	43	53	39	10	29	52	33	33	127
ENSG00000038002	164	171	107	96	73	75	120	88	147	261	7	99
ENSG00000038210	329	476	392	222	186	184	215	311	361	300	54	182
ENSG00000038219	1667	2234	2136	1324	1926	1643	1647	1519	1445	2358	597	1647
ENSG00000038274	524	540	457	408	283	356	348	374	445	417	171	512
ENSG00000038295	23	5	4	11	11	7	7	337	129	5	2	6
ENSG00000038358	508.09	528.22	635.86	395.19	529.56	362.68	329.97	556.65	754.34	427.78	320.2	714.42
ENSG00000038382	10000.15	12893.33	12024.93	6083.04	5346.89	7928.34	6559	5248.85	5370.91	5328.51	2959.43	9674
ENSG00000038427	16986.07	12320	16853.22	9682.92	26697.4	8588.77	9479	40390.24	54327.15	16882.12	3556	4027
ENSG00000038532	619	661	950	531	733	427	746	720	803	840	332	859
ENSG00000038945	520	632	1564	814	176	155	174	346	509	389	281	734
ENSG00000039068	350.94	53	9	57	64	34	6	30	39	11	2	43
ENSG00000039123	894.81	1347.35	1437.01	657.69	847.17	837.85	612	996.56	1310.92	1039.03	359.71	808
ENSG00000039139	350.91	188.98	224.78	314.76	41	25	61	190.91	237.78	252.92	241.87	1196
ENSG00000039319	2046.62	2653.78	2240.01	1521.39	2699.53	1841.02	1131	2420.9	2479.95	1643.4	731	2005
ENSG00000039523	708.32	533.5	944.47	554.78	727.83	454.64	653	753.05	819.6	633.15	367.4	903
ENSG00000039537	0	1	3	1	0	1	0	0	1	0	0	4
ENSG00000039560	624	485	521	515	405	328	299	377	699.44	414	105	230
ENSG00000039600	1	2	1	1	3	1	4	1	1	1	2	6
ENSG00000039650	115.17	186.08	212.59	188.32	162.37	89.84	122	191.86	251.82	153.05	145.35	382
ENSG00000039987	6	2	6	0	4	3	3	11	10	3	3	1
ENSG00000040199	825.81	602.44	848.55	475	509	687	633	544	623.9	836.48	288.65	705
ENSG00000040275	227	323	253	96	240	218	131	212	316	193	19	99
ENSG00000040341	798	922	844.02	566	853	766.19	591	609.94	601	736	148	575
ENSG00000040487	118	144	142	107	107	98	77	108	116	111	56	151
ENSG00000040531	223.62	300.38	458.73	372.37	357.23	210.82	152	289.48	339.32	383.39	164.32	205
ENSG00000040608	48	16	1	14	28	56	10	10	12	8	8	79
ENSG00000040633	249	246	335	221	217	156	196	147	192	242	70	264
ENSG00000040731	601	238	209	164	213	309	260	39	5	409	4	39
ENSG00000040933	1380	1373	1568	1155	873	1318	729	905	1785	1065	468	1613
ENSG00000041353	272.11	21	148	173	230	189.95	35	85.55	84	21	40	47
ENSG00000041357	415	492	457	334	221	354	244	314	572	340	66	337
ENSG00000041515	84	23	284	129	560.86	55	186	563	664	288.77	58	291
ENSG00000041802	489	631	614	338	417	354	331	382	526	464	228	413
ENSG00000041880	105	149	147	188	67	138	184	96	131	184	41	228
ENSG00000041982	23920	7370	16421.98	5321	4142	1489	4784	2531	3228	8846.98	925	3774
ENSG00000041988	114.66	166.61	170	109.14	102.59	79.73	84	200.92	149.77	136.32	92.97	118
ENSG00000042062	166	166	269	162	344	46	27	641	458	132	167	223
ENSG00000042088	254	260	219	128	179	159	113	181	220	139	79	189
ENSG00000042286	73	99	76	77	54	71	77	95	84	125	50	129
ENSG00000042304	0	0	2	0	1	0	0	4	0	0	0	0
ENSG00000042317	152	202.08	139	113	164.16	141	101	104	107	129.18	72	174
ENSG00000042429	462	436.46	396.53	211.27	275.12	199.7	240.32	305	326	318.64	121.3	372
ENSG00000042445	480.96	402	415	288.93	251	235	371	327	337	568	173	524
ENSG00000042493	237	324	457	253	76	67	74	99	135	115	93	421
ENSG00000042753	318	203	396	255	185	221	201	209	348	222	124	365
ENSG00000042781	106	94	123	50	66	44	18	145	72	273	45	58
ENSG00000042813	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000042832	20	56	319	54	23	36	100	71	78	77	48	39
ENSG00000042980	142	181.93	427.83	333	90	101	58	137.69	197.84	114.89	70	195
ENSG00000043039	1	7	1	0	0	0	0	0	3	1	0	7
ENSG00000043093	1022	1186	957	3565	835	12852.99	671	732	1044	883	274	800
ENSG00000043143	383	871	625	447	181	309	573	261	266	246	197	657
ENSG00000043355	453	270	237	53	30	40	155	42	25	32	231	821
ENSG00000043462	197	145	554	291	52	62	100	95	144	181	95	185
ENSG00000043514	352	335	392	252.92	452	271	206	514	458	320.91	125	390
ENSG00000043591	37	14	14	18	25	65	53	18	13	47	37	116
ENSG00000044012	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	308	276	313	407	218	268	332	347	348	596	315	805
ENSG00000044115	3433	3675.05	4272	2042	2120	1879	2048	2246.66	3188	3657.21	893.61	3252
ENSG00000044446	458.97	585.94	578.72	542.8	555.45	464.8	584	773	807.85	951.44	313.4	808
ENSG00000044459	294	533	500	387	598	509	332	908	906	394	68	293
ENSG00000044524	404	597	65	187	153	74	248	596	775	695	58	23
ENSG00000044574	4561.89	3091.69	4626.46	2955.73	1463.02	1523.5	1625.97	3143.6	3628.26	4781.91	1186.89	1896
ENSG00000046604	19	14	1	6	1	4	652	6	4	461.9	168	238
ENSG00000046647	240	196	196	166	153	107	148	141	178	173	37	108
ENSG00000046651	806.57	1064.02	909	418	920.82	537	672	964.08	899.43	1413.75	430	583
ENSG00000046653	13251.43	12227.98	7727	4491	8449.18	9752	9733	8358.92	11650.57	10334.25	1721	8169
ENSG00000046774	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000046889	1914	750	3340	1299	617	670	1435	953	1037	1400	279	1858
ENSG00000047056	416	374	526	333	350	332	282	367	345	337	193	359
ENSG00000047188	765	1111	1088	720	741	692	684	893	1140	904	228	699
ENSG00000047230	601	676	485	342	426	455	310	471	589	460	88	303
ENSG00000047249	386	332	348	252	240	365	252	178	258	363	101	323
ENSG00000047315	1522.79	1270.94	724.23	803.35	634.99	935.62	1256	826.44	1129.2	1657.47	278.96	1117
ENSG00000047346	883	886	1196.95	645	619	800	846	978	1072.92	1209	452	1014
ENSG00000047365	2950	1714	3629	1583	1149	1992	1597	716	657	2019	790	2663
ENSG00000047410	2726.54	3315.44	3706.21	1617.75	2327.86	2483.75	1934	2248.31	3065.5	2489.37	820.75	2467
ENSG00000047457	184.71	788.78	352.56	289.67	106.11	71.25	287.58	502.47	312	108.84	274.52	852.23
ENSG00000047578	662.08	579.64	576.67	534.68	663.33	328.84	632	1017.76	1093.92	753.51	373.05	1335
ENSG00000047579	126	186	148	92	120	113	88	127	170	142	36	136
ENSG00000047597	27	10	73	1	121	44	64	29	13	68	28	95
ENSG00000047617	45	12	36	80	25	20	26	21	31	48	8	56
ENSG00000047621	510	494	708	363	415	416.94	400	429	534.51	399	117	518.54
ENSG00000047634	176	102	237	92	137	156	192	149	164	180	126	203
ENSG00000047644	735	857	620	598	469	631	409	466	559	605	166	722
ENSG00000047648	210	223	358	79	55	61	149	56	68	246	53	316
ENSG00000047662	211.92	189.62	65.11	17.1	117.11	38.71	63	108	71.24	63.73	24.76	52
ENSG00000047849	8100	8422.57	7305.75	5708	4709	5021.81	4564	4247	5880	8390	1974	6738
ENSG00000047932	1139.83	1270.63	1195.55	938.65	1077.96	1156.72	873	887.25	1180.97	883.88	167.89	509
ENSG00000047936	8	0	2	86	11	88	2	4	2	4	2	7
ENSG00000048028	414	397	538	237	385	329	290	277	365	443	200	389
ENSG00000048052	919	786	1096	876	945	1084	587	991	1659	674	221	1139
ENSG00000048140	294	284	417	252	188	240	214	266	331	254	128	338
ENSG00000048162	141.76	130.31	165.09	74.51	118.95	104.95	47	135.71	180.27	113.21	35.12	34
ENSG00000048342	729	778	964	420	667	559	516	532	496	939	259	627
ENSG00000048392	801	934	812	762	411	773	692	636	585	878	311	982
ENSG00000048405	1224	1586	2074	1145	1210	1600	944	1398	1639	1192	593	1209
ENSG00000048462	1	2	19	8	21	2	0	13	15	9	5	0
ENSG00000048471	660	699	830.86	578	513	523	407	533	622	603	233	873
ENSG00000048540	171	195	318	148	288	539	1543	56	23	761	377	2897
ENSG00000048544	442	536	397	252	405	396	275	345	546	407	130	371
ENSG00000048545	1	5	11	1	16	2.64	0	10	4	3	25	41
ENSG00000048649	2565.02	2895.43	2585.63	1409	1961.09	2350	1895	1494	1586.85	1856	620	1971.72
